,商品id,标题,价格,店铺,品牌,图片,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
306,10091724638344,	小米 红米 Redmi Note13/13Pro/13Pro+ 5G 超细四窄边OLED屏 二手  星沙白【Note13】 8GB+128GB【官方在保】 99新,955.0,优美二手手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/249451/17/404/55928/6587f554F12bd9003/4b2a8a53cee65510.jpg.avif,36,5,5,31,1.0,0,0,0,0
307,10062020114371,	小米 红米 Note9 5G 二手  天玑800U 4800万超清三摄  云墨灰 6G+128G【全网通/5G】 9成新,478.0,鑫盛二手手机专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/88041/39/43676/415652/65ca5a1cF0a0c4ae2/29b6c07baa47d8a8.png.avif,500,5,90,500,0.93,4,4,4,2
308,10086552846516,Redmi红米Note13 Pro+  5G 小米红米  浅梦空间 12GB+512GB,2199.0,小米优选专卖店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/227859/25/5036/77242/65659adeF47b6cbde/e8c405920e5d050c.jpg.avif,500,5,200,200,0.98,8,9,3,1
309,10043008899160,	红米 Redmi note8 全面屏  4800万景四摄 高通骁龙665 皓月白  4+64G  95新,385.0,唯尔优品二手商品专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/91812/36/38747/92992/65da270dF9eac0f1d/1224b66ca3cfd3b0.jpg.avif,500,5,100,500,0.96,4,5,3,3
310,10027621042025,	红米Redmi Note8 4800万全场景四摄 4000mAh长续航 骁龙665  黑色 4+64G 95新,385.0,慧耀二手商品专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/96129/20/43938/136442/65da1d64F8c0beb52/301571ebac821e2d.jpg.avif,500,5,100,200,0.93,9,4,7,3
311,10040500965038,	小米 红米 Note11 Note11pro Note11pro+ 5G 二手  安卓智能 99新 【note11】神秘黑境 6GB+128GB,665.0,凯旋通二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/80381/5/25927/80275/65c337deFacc50415/5cd0782c5f896d07.png.avif,5000,5,900,2000,0.96,30,20,10,20
312,70281266551,	小米（MI）小米6二手 智能4G全网通备用机老人  双卡双待 9成新 陶瓷黑 6GB+64GB（9成新）,479.0,和合优品二手商品专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/91796/1/41054/73461/65b62169F7e1b5600/6bea606269bbaaf7.jpg.avif,500,5,100,500,0.91,10,7,5,10
313,10094420044495,	Redmi 红米K50 二手  黑色8G+128G 天玑8100 2K柔性直屏 99新 墨羽【k50】 12G+256G  99新,1289.0,三盛数码二手手机专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/233010/31/12624/106867/65d89102F613144cd/2b4fc8780f617b50.png.avif,500,5,100,200,0.98,3,3,1,1
314,10096558516789,小米（MI）小米14Ultra 至尊版  5G  卫星通信  白色 12+256GB,6499.0,博恒聚优旗舰店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/236692/26/10701/84720/65d818dfF98297900/7494655d8c4ba558.jpg.avif,0,5,0,0,1.0,0,0,0,0
315,10046786182304,小米 红米K50 Pro 5G新品  12GB+256GB银迹 全网通,1741.0,佳沪电商旗舰店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/113302/8/23108/76829/62332d5eEf910e864/9feceab3271b9399.jpg.avif,1000,5,100,1000,0.95,5,6,5,4
316,10086036258010,	二手 99新 MIX Fold2 月影黑【建议购买碎屏延保服务】 12GB+256GB【附赠小米67w原装充电器,4935.0,京采二手手机专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/103280/18/47868/323590/65da2c99F01fcdbd6/1c87075194ec9d9f.png.avif,100,5,20,89,1.0,1,3,0,0
317,10022752853517,	小米8 二手  全面屏安卓游戏智能   全网通4G 双卡双待 黑色 6GB+64GB 95新,488.0,唯尔优品二手商品专营店,小米（MI）,//img12.360buyimg.com/n7/jfs/t1/181839/14/34290/449202/65da26e5Fc670e68e/d15137b56352f036.png.avif,500,5,100,200,0.92,5,2,7,2
318,10022824744666,	小米（MI）小米8 全面屏游戏智能 全网通4G 双卡双待 安卓二手  白色 6GB+128GB   95新,563.0,慧耀二手商品专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/203883/27/32491/141183/65da1d68F4a14a0c0/6de6de2e41ed5d5a.jpg.avif,2000,5,1000,2000,0.94,30,10,30,20
319,10082508318140,小米红米Note12TPro 新品5G  碳纤黑 8G+256G,1249.0,疆界互联旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/249144/1/4652/87149/65d981faFf8c289f2/c87ae80b80deeef0.jpg.avif,500,5,100,500,0.98,2,2,1,1
320,10096228011933,小米小米 Redmi 红米Note10Pro 天玑1100 120Hz高刷全面屏 拍照游戏5G全网通  幻青8G+256G 【官方标配】,1518.0,好机汇手机旗舰店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/209406/38/21233/360739/62664120Eeae9d24c/b535211823e617c0.jpg.avif,4,5,1,3,1.0,0,0,0,0
321,100069691265,小米 Redmi红米Note13Pro 5G智能红米  第二代1.5K高光屏 骁龙7s 移动平台 8GB+256GB 子夜黑,1469.0,京东通信自营旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/234304/30/9530/53569/65868c34F4c0538ea/027048e06f7e8b0d.jpg.avif,1000,5,200,1000,0.97,7,2,3,2
322,10066414652896,	xiaomi 小米10Pro 星空蓝  二手  双模5G 小米  骁龙865 1亿像素 99新 珍珠白 8G+256G (5G) 95新,959.0,三盛数码二手手机专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/200444/28/40047/393780/65d890fbF524bed90/d2eae7db6d864405.png.avif,1000,5,200,500,0.97,7,6,3,2
323,10078780181818,	小米11 二手5G  骁龙888 一亿像素 AMOLED四曲面2K全面屏 拍照游戏  白色 8GB+256GB【赠超级快充】 95新,979.0,龙腾四海二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/237247/33/2646/59618/654fb4fbF98951e9e/a1779d585f046ae7.jpg.avif,100,5,20,77,1.0,0,1,0,0
324,100094266626,小米（MI）Redmi Note13Pro 新2亿像素 第二代1.5K高光屏 骁龙7s 移动平台 67W闪充 8GB+128GB 好运红 红米,1399.0,京东通信自营旗舰店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/232266/23/12875/55197/65b1cef2F5c1eef27/b1ffd0d316646f2b.jpg.avif,33,5,5,28,1.0,0,0,0,0
325,10062375299234,	现货速发 小米 MIX FOLD 2K+折叠屏 二手  5G 2K+折叠屏 骁龙888 陶瓷黑 12+256GB 9成新,2458.36,诚峻二手手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/79835/3/21742/50250/634085a1E5909239b/8979acc5e4442081.png.avif,100,5,40,100,0.9,1,0,4,0
326,10038642223703,	小米 红米note11 5G  浅梦星河 8+256GB 全网通,849.0,炜东电商旗舰店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/128123/33/33957/106347/647d4b26Ffc41f0c5/808ea1d12284aff9.jpg.avif,10000,5,1900,5000,0.96,60,40,40,30
327,10076560235899,小米 civi3  天玑8200-Ultra 前置仿生双主摄 后置5000万光学防抖镜头5G  椰子灰 12GB+256GB,2299.0,小米手机官方旗舰店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/231526/13/13890/99301/65d168f3F4bba9632/aa6714421e44b794.jpg.avif,2000,5,500,2000,0.96,20,10,9,9
328,10083439652176,	小米 红米10X 4G 二手  全网通 4800万四摄双卡 5020电池 明月灰【4G全网通】 6+128G 95新,448.0,瑞晟二手手机专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/247166/15/4837/120837/65d838d1F53427e75/fa8415fde4b7654f.jpg.avif,100,5,10,86,0.93,0,0,1,0
329,10085855311228,小米12X  黄金手感 视感屏 120Hz高刷  5G全网通 现货当天发可选 时光蓝【Note 12】 6GB+128GB,1098.0,文博电子手机通讯专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/85658/25/44607/38979/65005263F896d2109/0b4ac659b859a722.jpg.avif,32,5,1,31,1.0,0,0,0,0
330,10070552011841,	Redmi 红米K40Pro 骁龙888 三星E4旗舰 128G 黑色 二手  高清三摄 99新 墨羽 8G+256G (5G) 95新,949.0,三盛数码二手手机专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/106864/34/39043/413911/65d890fdF151d5e69/47809eb99dc67fb6.png.avif,200,5,70,200,0.95,4,4,2,1
331,10087412785483,小米红米 note12 Turbo 5G   现货当天发 可选note12 【note12】镜瓷白 8GB+256GB,1199.0,宏翔手机小店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/247897/37/738/49283/658ae678Fb8cdc9d2/bc43c9488b443aea.jpg.avif,30,5,3,27,1.0,1,0,0,0
332,10082368065110,	小米13Ultra 二手  5G  徕卡光学全焦段四摄 第二代骁龙8处理器 2K超色准全面屏 黑色 12GB+256GB 配小米原装120W快充 99新,3938.0,优美二手手机专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/244327/15/437/402624/6587f55aFd6ae3e4b/d8ddf5770d1de26d.png.avif,99,5,10,83,0.93,1,0,1,0
333,10096437619388,小米（MI）小米 红米note11tpro 天玑8100 144HzLCD旗舰直屏 67W快充 5G  红米 note 12时光蓝 6GB+128GB,898.0,京域优数码拼购店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/243423/32/1217/73290/658da2e6Fdb7323fd/a24744f9840ba3b3.jpg.avif,0,5,0,0,1.0,0,0,0,0
334,10055879449485,	红米 Redmi 9A 5000mAh 人脸解锁 全网通4G 双卡双待 二手  小米9A 磨砂黑 4G+64G【全网通】 9成新,316.0,瑞晟二手手机专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/94041/3/47421/89530/65d838d1F7a413e95/f52ed7befb71684c.jpg.avif,1000,5,200,1000,0.93,7,4,10,4
335,10024942389202,	【二手9成新】小米8 青春版   镜面渐变AI双摄 拍照游戏智能全面屏 4G全网通6G +128G 深空灰 6G +128GB,488.0,金麦子二手手机专营店,小米（MI）,//img12.360buyimg.com/n7/jfs/t1/144204/32/16454/54944/5fc5bfebE9cb15c39/aa2f3bdcab6453bc.jpg.avif,100,5,20,92,0.96,1,1,1,0
336,10096558411739,小米（MI）小米14Ultra 至尊版  5G  卫星通信 智能拍照  12+256GB黑色 官方标配,6499.0,小米严选专卖店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/98094/12/43005/94328/65d95561Fc89fb545/4f2ba8b0fd066fb8.jpg.avif,0,5,0,0,1.0,0,0,0,0
337,10078597697817,	小米 红米 Note9 5G天玑800U 4800万超清三摄 二手   流影紫 6G+128G【5G全网通】 95新,498.0,瑞晟二手手机专营店,小米（MI）,//img12.360buyimg.com/n7/jfs/t1/179770/37/43119/96818/65d838d4F545576d0/f3195fe4c9c74cf1.jpg.avif,500,5,100,500,0.93,10,5,6,4
338,10063184312410,	小米 Redmi 红米note12Pro 5G 新品  OIS光学防抖 OLED柔性直屏 浅梦星河 8GB+256GB,1419.0,小米优选专卖店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/91402/29/40721/81305/64c085a2F8f8e2219/62ae1e845b3cc2e0.jpg.avif,2000,5,400,2000,0.96,40,10,8,8
339,10085117975610,	小米12 小米12Pro 小米12x 二手5G  骁龙8Gen1 120Hz高刷 旗舰拍照游戏  原野绿-素皮【小米12】 8GB+128GB 赠3C认证快充 95新,1248.0,叮咚二手手机专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/239135/23/4098/357273/65b40e1dF5c15b106/012804ebfd072a6b.png.avif,100,5,20,83,0.96,2,2,1,0
340,100083323801,小米（MI）Redmi K70 Pro第三代骁龙® 8小米澎湃OS第二代2K屏120W+5000mAh 12GB+256GB竹月蓝小米红米K70 Pro,3149.0,小米移动京东自营旗舰店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/74291/31/24802/35319/65a61c5bF7fb3deb3/f75fb5813a6f9d12.jpg.avif,1000,5,200,1000,0.95,2,1,5,5
341,100065671425,小米（MI）Redmi 12C  Helio G85 性能芯  5000mAh长续航 6GB+128GB 暗影黑 智能  小米红米,699.0,小米移动京东自营旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/140505/1/40213/72990/64f97f14F4ebc9eca/48ab18b084a442cd.jpg.avif,200,5,60,100,0.95,0,0,1,2
342,10075452741017,小米 Redmi 红米note12 turbo  5G  冰羽白 12G+256G【官方标配】,1536.0,小米礼象专卖店,小米（MI）,//img12.360buyimg.com/n7/jfs/t1/210155/24/38150/83215/649bca82F7c58abf5/55988829e68885f7.jpg.avif,500,5,100,500,0.97,1,3,3,0
343,10094136179718,小米 Redmi K70 新品  120W+5000mAh 第二代骁龙8 小米澎湃OS系统 晴雪丨K70E【天玑8300-Ultra】 12GB+256GB,1999.0,天赋吉手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/239118/14/312/22546/6582c254Fcc7b6942/1c54e1a6d4c0d2d1.jpg.avif,6,5,1,5,1.0,0,0,0,0
344,10086316025775,小米13 徕卡光学镜头 第二代骁龙8处理器 超窄边屏幕 全网通5G旗舰  12G+512GB 黑色 【官方标配】,3599.0,小米酷族专卖店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/177513/26/38608/58705/65154cefF84893133/e8cd886ace51164f.jpg.avif,33,5,10,18,0.93,1,9,0,1
345,10096558697105,小米14Ultra  徕卡全明星四摄 第三代骁龙8处理器 专业2K超视感屏 全等深微曲屏  小米5G新品  黑色 16GB+1TB,7799.0,小米手机官方旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/107361/39/48886/76427/65d7fe6eFfe89ef79/0fca0137f7d28b34.jpg.avif,11,5,10,0,1.0,0,0,0,0
346,10095825187011,小米（MI）12S Pro 骁龙8+ 徕卡光学镜头 全新5G智能  另选12Pro 【小米12 Pro】蓝色 8GB+128GB,2469.0,星越手机通讯经营部,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/233993/6/12171/75219/65a90a30Fe0d8be39/32e1511845f00809.jpg.avif,16,5,8,8,1.0,0,0,0,0
347,10095712156468,	小米 红米K50至尊版 Ultra 二手5G  骁龙8+旗舰处理器 1亿像素光学防抖拍照 游戏  银迹 8GB+256GB 赠3C认证快充 99新,1525.0,缤纷四海二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/241243/3/4290/78509/65b6a88eF5e014a4d/0a66df2a6ab12576.jpg.avif,200,5,40,200,0.97,0,0,0,1
348,10095144931249,小米 Redmi 红米Note13Pro+ 智能 5G 新2亿像素  IP68防尘防水 镜瓷白 12GB+512GB,1898.0,一口茶手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/234497/16/11832/41233/65992428F1d27b6c9/3a8281531f17b62e.jpg.avif,0,5,0,0,1.0,0,0,0,0
349,100044834041,Redmi Note12Pro 5G IMX766 旗舰影像 OIS光学防抖 OLED柔性直屏 12GB+256GB子夜黑 智能  小米红米,1599.0,小米京东自营旗舰店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/89822/16/26038/48414/64b60618F75fc36d1/db1917f1eb25d7ab.jpg.avif,200000,5,36000,200000,0.97,600,400,400,300
350,10076395763459,	小米 Redmi 红米K60 新品5G  骁龙8+处理器 2K高光屏 墨羽 16GB+1TB,2689.0,小米优选专卖店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/202483/3/28577/38560/642964b3Fb2a58c97/755c5b5a8b539b82.jpg.avif,5000,5,1200,5000,0.95,30,30,30,10
351,10042391470358,	红米Redmi Note7 骁龙660 全面屏拍照智能AI双摄 4G全网通 二手  梦幻蓝 4G+64G  9成新,345.0,唯尔优品二手商品专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/156578/25/41474/483204/65da26ecFd68c742f/1ad2ea22291a6282.png.avif,200,5,100,200,0.97,6,2,2,1
352,10047952506423,	小米（MI）小米6X  二手  4G全网通 全面屏AI双摄 工作机 曜石黑 4G+64G   9成新,234.0,果美严选二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/136951/12/41367/106055/65c20cc2F93bc32c5/703ea11b044c6c1e.jpg.avif,200,4,30,200,0.78,1,2,3,6
353,10073678359110,	小米（MI）小米6X  二手  4G全网通 全面屏AI双摄 工作机 华为  曜石黑 4GB+64GB 9新,256.0,逸平优品二手手机专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/168250/35/40518/96011/65d4c700F92c3e526/2ceb3705152402b0.jpg.avif,78,5,10,65,1.0,0,0,0,0
354,10095070375531,小米红米Redmi Note11  5G  神秘黑境 8GB+256GB,855.0,一口茶手机专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/232337/20/9700/58318/659e0862F9051ea74/efa7dd647efbf746.jpg.avif,18,5,1,17,1.0,0,0,0,0
355,10083442172190,小米新品速发小米红米12R 全网通5G后置5000万超清主摄骁龙4+智能  耀石黑 4+128GB,609.0,京之家手机经营部,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/229274/24/5224/54896/656d732fF5dbfc6ec/41e4e8b564ec6dec.jpg.avif,5,5,2,3,1.0,0,0,0,0
356,10094778965541,小米（MI）小米12 Pro 全新5G  骁龙8 Gen1 2K 120Hz高刷 原野绿【素皮】 8GB+256GB,2469.0,猫翼手机专营店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/170315/28/41922/88030/65ae74f4F46634489/25ffafc2598b3e02.jpg.avif,6,5,0,6,1.0,0,0,0,0
357,10037579284488,	小米（MI）小米5X 二手  5.5英寸 骁龙625处理器 全网通 二手  9新 黑色 4G+64G,248.0,准正二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/205408/4/15043/250336/618dd959E3ce15851/116cde0378187783.png.avif,1000,5,100,1000,0.92,3,4,4,9
358,100069576975,Redmi Note13Pro 新2亿像素 第二代1.5K高光屏 骁龙7s 移动平台 67W闪充 8GB+128GB 浅梦空间 小米 红米,1399.0,京东手机运营商自营旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/235738/2/3657/43241/655da391F33b706f7/dd5a4a86e9fec5c2.jpg.avif,2000,5,300,2000,0.97,5,4,7,2
359,10091884709794,小米 Redmi 红米K70 E 新品5G  小米红米  天玑8300-Ultra 小米澎湃OS 影青 16GB+1TB【官方标配】,2499.0,小米优选专卖店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/164316/2/41185/97472/65aa3184Fb2d15388/d4101f4b85ba435d.jpg.avif,200,5,100,200,1.0,4,10,0,0
360,10072347879924,小米Redmi Note12 Turbo 红米5G 第二代骁龙7+ 冰羽白16+1TB 官方标配,1916.0,一口茶手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/117999/1/33845/47651/642cf1c0F80b88b46/2c3f4bb150d30a0b.jpg.avif,6,5,3,3,1.0,0,0,0,0
361,100079449570,小米  Redmi 红米 K70 第二代骁龙8 2K高光屏 光影猎人800传感器 120W秒充 5G  16GB+256GB 晴雪,2599.0,小米移动京东自营旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/233615/39/7793/38033/6579815aF33a32de7/2c4c31e07590a96a.jpg.avif,2000,5,1100,1000,0.98,10,10,6,6
362,10092174936216,小米（MI）Redmi note12 Turbo 红米  超细四窄边OLED直屏 碳纤黑note12TPro 8GB+256GB,1458.0,良能数码拼购店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/230605/25/4423/51622/656139e5Ffdc8b8cf/629c476d287fa9c5.jpg.avif,7,5,0,7,1.0,0,0,0,0
363,10091530129007,	小米14 小米14Pro 徕卡光学镜头 光影猎人900 骁龙8Gen3 二手  官方在保 小米14【黑色】 12+256[赠3C认证闪充] 99新,3999.0,延续优品二手手机专营店,小米（MI）,//img12.360buyimg.com/n7/jfs/t1/234555/22/4465/91464/6561c1f4Ffec6bcfc/a56e83f0c170eb7d.jpg.avif,100,5,10,100,1.0,0,5,0,0
364,10020993948560,	小米8 全面屏安卓游戏智能 全网通4G 双卡双待 香槟金 6GB+64GB  8成新,478.0,慧耀二手商品专营店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/165871/31/41163/136121/65da1d67Fa8a0d2cc/ffeff8829b20759b.jpg.avif,100,5,60,83,0.9,4,3,5,2
365,10094877276068,小米14 Pro 第三代骁龙8 全新小米龙晶玻璃 徕卡可变光圈镜头  新品 5G   小米14【岩石青】 12GB+256GB,4099.0,天赋吉手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/229243/5/1955/23545/6548e5f0Ff9a3bdbe/74b60788dd14429f.jpg.avif,11,5,3,8,1.0,0,0,0,0
366,10095129472414,小米 Redmi红米K70Pro  5G  竹月蓝 16GB+512GB,3899.0,一口茶手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/226110/18/11446/61476/659e0ceaF317430a5/03b188c7962b1c2f.jpg.avif,1,5,0,1,1.0,0,0,0,0
367,10091885020415,小米 Redmi 红米k70 新品5G  小米澎湃OS 12GB+256GB墨羽 官方标配,2499.0,茄子手机旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/174368/18/41235/87586/65c4349cF8be83ff0/19f263e2972283c4.jpg.avif,2000,5,1400,1000,0.99,60,300,8,6
368,10071421942662,小米 Redmi 红米Note12 Turbo 性能魔法新品5G  蓝色 16GB+1TB,2149.0,茄子手机旗舰店,小米（MI）,//img12.360buyimg.com/n7/jfs/t1/228385/39/9851/94383/658a79eaF277d3603/6e338f7ac5a4d207.jpg.avif,5000,5,1900,5000,0.98,50,100,20,10
369,100069576971,Redmi Note13Pro+ 新2亿像素 第二代1.5K高光屏 IP68防尘防水 120W秒充 16GB+512GB 浅梦空间 小米 红米,1999.0,京东手机运营商自营旗舰店,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/227591/10/4326/98335/655da5f0F3c708b62/e32fc1881aec8b88.jpg.avif,200,5,90,200,0.95,1,0,1,3
370,10088415398649,	小米Redmi K50至尊版 高通 骁龙8+ Gen1 1亿清像素 二手  雅黑 8G+256G 99新,1469.0,慧耀二手商品专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/160073/29/42077/542898/65da1d6cF7b3ad621/5eef1923a167beee.png.avif,100,5,30,99,0.94,1,5,1,1
371,10094629319591,小米 红米note11tpro 天玑8100 144HzLCD旗舰直屏 67W快充 5G  （红米 note 12）子夜黑 6GB+128GB,878.0,新起点手机经营部,小米（MI）,//img11.360buyimg.com/n7/jfs/t1/244463/8/1226/68993/658da2d4F7b3e60d0/1293a74ad94aa142.jpg.avif,83,5,6,77,1.0,0,0,0,0
372,10095126936189,小米 Redmi红米K70E  5G  影青 16GB+1TB,2449.0,一口茶手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/249363/25/2658/62409/659e0c4aF0a935dfb/e6dd6ee028cec021.jpg.avif,0,5,0,0,1.0,0,0,0,0
373,10074822131034,	小米10 Pro 双模5G 二手  1亿像素 骁龙865 安卓智能游戏拍照  星空蓝 12GB+512GB【赠超级快充】 95新,1346.0,缤纷四海二手手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/184297/16/43297/82853/654fb4d0F2a1449a3/b2c10c3efc46eb62.jpg.avif,200,5,40,100,0.97,0,2,0,1
374,10095904460988,	小米10S 二手5G  骁龙870 哈曼卡顿对称式双扬立体声 安卓小米拍照游戏  白色 8GB+256GB 赠3C快充套餐 95新,988.0,江湖二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/224390/13/11370/60031/65b88a74F7eaec89f/37d29de74ac4f527.jpg.avif,1,5,0,1,1.0,0,0,0,0
375,10067991078213,	xiao 小米Civi 1s 全网通 黑色 后置6400万 8+128 前置3200万高清 99新 【civi】粉色 8G+128G (5G) 95新,859.0,三盛数码二手手机专营店,小米（MI）,//img13.360buyimg.com/n7/jfs/t1/97980/22/46460/86280/65d89101F3201b700/af8b1c8f5c2d06e8.png.avif,200,5,90,200,0.97,6,5,2,0
376,10096187908850,小米 Redmi红米Note13Pro  第二代1.5K高光屏 骁龙7s 移动平台 67W闪充 好运红 8GB+128GB,1369.0,零疆旗舰店,小米（MI）,//img10.360buyimg.com/n7/jfs/t1/243092/9/3006/57770/65b1cbcbFb5c88fbd/cc4369bea3ddd3a7.jpg.avif,200,5,40,200,1.0,1,1,0,0
377,10073071690119,	小米10 青春版 二手5G  骁龙765G 50倍潜望式变焦四摄 拍照游戏  白桃乌龙 8GB+128GB 赠超级快充 95新,630.0,龙腾四海二手手机专营店,小米（MI）,//img14.360buyimg.com/n7/jfs/t1/189659/20/43027/60913/654fb792F06ef1a19/0abe909e126da66b.jpg.avif,200,5,70,200,1.0,6,2,0,0
